"","fno","country","year","season","lat","long","pc","cem","ast","nplsqm","ccd","vartype","fym","n","p","k","mf","wcp","iu","hu","fu","cs","ldg","yield","dscum","wecum","ntmax","npmax","nltmax","nlhmax","waa","wba","dhx","whx","ssx","wma","lfa","lma","rha","thrx","pmx","defa","bphx","wbpx","awx","rbx","rbbx","glhx","stbx","rbpx","hbx","bbx","blba","lba","bsa","blsa","nbsa","rsa","lsa","shbx","shrx","srx","fsmx","nbx","dpx","rtdx","rsdx","gsdx","rtx"
"149","149","IDN","2010","WS",-6.3518,107.4583,1,"1","20",0,96,2,0,52.9,0,54,106.9,"1",2,0,0,"4",0,6.43,"0","0",23,14.8,4,4,0,0,1.79,0,0,3.48,0.96,0,0,0,0,0,0,0,0,0,4,0,0,NA,0,0,0,0,11.75,0.13,1.55,0.15,7.09,2.54,0,0,0,0,0,0,0,0,0
"150","150","IDN","2010","WS",-6.378,107.5068,1,"1","24",0,100,2,0,74,32.7,54,160.7,"1",2,0,2,"4",0,6,"0","0",21.1,18.1,3.8,3.8,0,0,0,2.57,2.06,2.14,1.86,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2.08,0,0,1.17,4.41,0.46,0,2.63,1.77,0,0,0,0,0,0,0,0
"151","151","IDN","2010","WS",-6.3772,107.0041,1,"1","21",0,101,2,1,42.3,0,103.2,145.5,"1",1,0,2,"4",0,5.73,"1","0",24.3,23.4,4,4,0,0,1.01,6.17,1.74,0.93,1.83,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1.36,0,0,1.56,2.06,0,0,1.24,1.22,0,0,0,0,0,0,0,0
"152","152","IDN","2010","WS",-6.3191,107.6873,1,"1","20",9,102,2,1,93,13,18,124,"1",2,0,1,"4",0,5.8,"1","0",20.9,17.7,3.9,3.9,0,0,9.76,7.66,0,0.84,3.94,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.86,0,6.15,0.73,0.6,0,0,0,0,0,0,0,0,0,0,0,0
"153","153","IDN","2010","WS",-6.2507,107.8081,1,"1","21",NA,125,2,1,84.6,19.4,54,158.1,"1",1,0,0,"1",0,0.57,NA,NA,NA,7.8,NA,NA,250,750,NA,0,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.27,0,0,0,90,NA,NA
"154","154","IDN","2010","WS",-6.2462,107.8042,1,"1","22",NA,94,2,0,31.7,19.4,54,105.2,"3",2,1,0,"1",0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,95,NA,NA
"155","155","IDN","2010","WS",-6.3432,107.8168,1,"1","22",NA,NA,2,1,25.8,6.5,0,32.2,"1",1,0,2,"1",0,0.5,"1","0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,NA
"156","156","IDN","2010","WS",-6.8392,107.8421,1,"1","21",0,88,2,1,21.2,19.4,18,58.6,"1",2,0,0,"4",10,4.4,"0","0",24,21.9,3.4,3.4,0,750,0,0,0,0,591.75,0,0,0,0,15.76,0,0,0,0,0,0,0,NA,0,0,125.83,6.41,5.21,0,11.76,0,0,1.15,0,0,0,0,1.12,0,0,0,0
"157","157","IDN","2010","WS",-7.1278,107.9947,1,"1","25",0,103,2,0,21.2,13,0,34.1,"1",2,0,0,"4",0,4.83,"0","0",27.4,19,3.4,3.4,0,0,0.43,3.25,0,0,25.1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,380.24,0,299.99,34.33,23.53,0,0,0,0,0,0,0,3.56,0,0,0,0
"158","158","IDN","2010","WS",-7.0368,107.5748,1,"1","28",0,101,2,1,63.5,19.4,54,136.9,"1",2,0,2,"4",10,5.5,"0","0",31,22.7,3.9,3.9,0,250,0,0,0,95.34,275.1,0,0,0,0,6.63,0,0,0,0,0,0,0,NA,0,0,303.46,12.1,52.57,0,365.48,0,97.63,0,0,0,0,0,0,0,0,0,0
"159","159","IDN","2010","WS",-7.0716,107.9834,1,"1","21",0,99,2,1,27.6,7.2,12,46.8,"1",0,0,0,"4",0,5.17,"0","0",21.9,15.6,3.7,3.7,0,166.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160","160","IDN","2010","WS",-7.1319,107.99,0,"1","20",0,109,2,1,31.7,19.4,54,105.2,"1",0,0,0,"4",10,4,"0","0",27.2,23.7,3.5,3.5,0,83.33,0,0,0,0,82.6,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,98.47,10.42,405.44,0,4.29,1.41,0,0,0,0,0.95,0,0,0,0
"161","161","IDN","2011","DS",-6.8612,107.9365,1,"1","15",0,117,2,1,92,30,120,242,"1",2,0,0,"4",0,5.47,"1","0",18.5,16.7,2.8,2.8,83.33,250,0,1.3,0,0,250.44,0,0,0,0,0,2,0,0,0,10,0,0,NA,0,0,371.17,0,0,0,1335.08,0,47.67,7.12,0.92,7.12,0.91,0,0.59,0,0,0,0
"162","162","IDN","2011","DS",-6.8867,107.9356,1,"1","20",14,117,2,1,115,22.5,0,137.5,"1",2,0,0,"3",0,4.98,"1","0",20.6,18.8,4,4,0,166.67,0,0,0,0,161.28,0,0,0,0,0,17,0,0,0,12,0,0,NA,0,0,488.87,0,0,0,134.71,0,0,0,0,0,0,0,0,0,0,0,0
"163","163","IDN","2011","DS",-6.8657,107.9174,1,"1","18",0,109,1,1,92,54,90,236,"1",2,0,0,"3",0,4.18,"1","0",18.1,13.3,3.2,3.2,333.33,750,0,1.3,0,0,318.41,0,0,0,0,0,0,0,0,0,2,0,0,NA,0,0,92.5,0,0,0,952.88,0,0,3.48,0.77,3.48,0,1.3,0,0,0,0,0
"164","164","IDN","2011","DS",-6.8171,107.9458,1,"1","18",0,105,2,1,87.4,68.4,0,155.8,"1",2,0,0,"4",5,5.1,"1","0",16.9,13.4,2.8,2.8,760,1416.67,0,0,0,0,299.13,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,661.44,0,0,0,905.8,0,0,2.5,0,2.5,0,4.08,0,0,0,0,0
"165","165","IDN","2011","DS",-6.7263,108.1163,1,"1","20",0,110,2,1,204,36,50,290,"1",2,0,0,"4",0,5.89,"1","0",17.2,12.8,3.4,3.4,0,750,0,0,0,0,143.55,0,0,0,0,0,0,0,0,0,2,0,0,NA,0,0,389.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166","166","IDN","2011","DS",-6.7342,108.1241,1,"1","25",0,99,2,1,75,75,75,225,"3",2,1,0,"4",0,4.67,"2","0",22.6,21.3,3.9,3.9,375,375,3.43,0,1.33,279.38,67.5,0,0,0,0,0,9,0,0,0,0,0,0,NA,0,0,433.09,0,0,0,387.8,0,0,0,0,0,0,0,0,0,0,0,0
"167","167","IDN","2011","DS",-6.7417,108.1342,1,"1","25",16,134,2,1,92,18,22.5,132.5,"3",0,1,1,"4",0,6.47,"2","0",24.6,15.9,3.9,3.9,0,0,6.34,2.61,0,11.11,184.76,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,323.83,0,0,0,131.18,0,6.62,1.2,0,1.2,0,0,0,0,0,0,0
"168","168","IDN","2011","DS",-6.7851,108.5161,1,"1","30",0,104,2,1,92,7.5,30,129.5,"1",0,0,2,"4",0,5.79,"2","0",18.5,16.2,3.5,3.5,0,1650,4.71,0,0,0,126.1,0,0,0,0,0,0,0,0,3,78,1,0,NA,0,0,0,95.99,0,0,371.9,0,4.89,0,0,0,0,0,0,0,0,0,0
"169","169","IDN","2011","DS",-6.8997,108.4931,0,"1","20",0,103,2,1,241,60.7,0,301.7,"3",2,1,0,"4",0,6.49,"1","0",21.9,18.7,3.5,3.5,150,375,0,7.38,0,0,195.85,0,0,0,0,0,0,0,0,0,3,0,0,NA,0,0,578.66,0,0,0,201.11,0,0,0,3.05,0,0,16.8,0,0,0,0,0
"170","170","IDN","2011","DS",-6.9928,108.4641,1,"1","20",0,103,2,1,92,42.9,0,134.8,"1",1,0,0,"4",0,5,"1","0",29.2,25.2,3.5,3.5,75,375,0,0,0,0,203.08,0,0,0,0,0,0,0,0,22,5,5,0,NA,0,0,486.76,0,0,0,158.52,0,0,0,0,0,0,0,0,0,0,0,0
"171","171","IDN","2011","DS",-6.9923,108.4664,1,"1","15",0,96,2,1,46,44.6,30,120.6,"3",2,2,0,"4",0,5.89,"1","0",24.4,22.4,3.2,3.2,0,375,0,0,0,0,128.86,0,0,0,0,0,0,0,0,0,13,0,0,NA,0,0,382.19,166.8,0,0,158.6,0,0,0,0,0,0,0,0,0,4,0,0
"172","172","IDN","2011","DS",-7.0088,108.3505,1,"1","25",0,122,2,1,328.6,0,0,328.6,"1",2,0,0,"4",0,5.97,"0","0",30.4,25.5,3.2,3.2,16.67,225,2.38,2.23,0,0,39.87,0,0,0,0,0,11,0,0,3,8,9,0,NA,0,0,805.91,0,0,0,157.95,0,15.88,0,1.14,0,0.7,0,0,0,0,0,0
"173","173","IDN","2011","DS",-7.0063,108.3499,1,"1","21",0,134,2,1,246.4,53.5,53.4,353.3,"1",2,0,0,"4",0,5.59,"0","0",22.5,20.1,2.9,2.9,166.67,1166.67,0,2.8,0,0,231.72,0,0,0,0,0,11,0,0,0,5,0,0,NA,0,0,308.12,0,0,0,742.01,0,0,17.89,0,17.89,1.78,7.2,0,0,0,0,0
"174","174","IDN","2011","DS",-6.8346,108.2133,1,"1","24",0,101,2,1,110.4,0,9,119.4,"1",2,0,0,"4",0,6.15,"2","0",17,15.1,3.3,3.3,225,150,4.99,0,0,0,314.88,0,0,0,0,0,0,0,0,0,5,0,0,NA,0,0,663,0,0,0,1501.57,0,0,6.82,0,6.82,0,0,0,0,0,0,0
"175","175","IDN","2011","DS",-6.8345,108.2131,0,"1","22",0,118,2,1,92,25,25,142,"1",2,0,0,"3",15,3.38,"2","0",19,17,3,3,150,150,4.93,0,0,0,293.84,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,360.69,0,0,0,814.41,0,0,0,0,0,1.25,7.97,0,0,0,0,0
"176","176","IDN","2011","DS",-6.8019,108.182,1,"1","21",0,94,2,1,157.7,42.8,0,200.5,"1",2,0,0,"4",0,5.79,"2","0",22.3,17.5,3.7,3.7,75,225,0,0,0,0,344.31,0,0,0,0,0,0,0,0,5,14,0,0,NA,0,0,261.35,0,0,0,134.14,0,0,0,0,0,0,0,0,0,0,0,0
"177","177","IDN","2011","DS",-7.1995,107.8752,1,"1","18",0,93,2,1,123.3,0,0,123.3,"1",0,0,0,"4",0,5.4,"2","0",20.9,18.6,3,3,600,1275,0,4.43,0,0,190.74,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,513.28,0,0,0,1487.57,0,0,3.13,0,3.13,4.94,10.18,0.25,0,0,0,0
"178","178","IDN","2011","DS",-7.3728,107.993,1,"1","22",0,105,2,1,61.5,61.5,61.5,184.5,"1",2,0,1,"4",0,6.22,"1","0",18.1,16.4,2.8,2.8,1050,1050,0.83,0.83,0,0,829.79,0,0,0,0,0,0,0,0,0,10,2,0,NA,0,0,372.34,0,0,0,434.51,0,42.5,1,1.6,1,0,2.33,0,0,0,0,0
"179","179","IDN","2011","DS",-7.2015,107.9134,1,"1","25",0,121,2,1,46,7.2,36,89.2,"1",1,0,0,"3",0,3.94,"1","0",34.4,31.6,3.5,3.5,83.33,250,0,0,0,0,244.78,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,856.97,0,0,0,820.22,0,0,0,0,0,0.69,0,0,0,0,0,0
"180","180","IDN","2011","DS",-7.2016,107.9124,1,"1","25",0,102,2,1,60,60,60,180,"1",1,0,2,"4",0,6.32,"1","0",36.2,29.2,3.2,3.2,75,225,0,0.85,0,0,262.82,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,666.26,0,0,0,375.01,0,0,0,0,0,0,2.53,0,0,0,0,0
"181","181","IDN","2011","DS",-7.7288,107.8981,1,"1","17",0,101,2,1,130.6,51.1,21.3,203.1,"1",2,0,2,"4",0,5.52,"0","0",25.5,23.5,3.6,3.6,83.33,166.67,0,0.32,0,0,259.38,0,0,0,0,0,0,0,0,0,3,0,0,NA,0,0,698.37,0,0,0,96.57,0,8.8,0,0,0,0,14.76,0,0,0,0,0
"182","182","IDN","2011","DS",-6.8829,108.4957,0,"1","25",0,106,2,1,219,0,34.3,253.2,"1",2,0,0,"4",0,5.74,"2","0",23.4,21.6,3.3,3.3,150,225,0,0.5,0,0,143.27,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,426.84,78.53,0,0,754.25,0,0,14.66,0,14.66,1.65,8.6,0,0,0,0,0
"183","183","IDN","2011","DS",-7.0335,108.2177,1,"1","23",0,106,2,1,131.4,102.8,0,234.2,"1",1,0,1,"4",0,5.4,"2","0",24.6,23.3,3.7,3.7,0,150,0,3.16,0,44.64,136.01,0,0,0,0,0,0,0,0,0,5,0,0,NA,0,0,602.29,0,0,0,557.69,0,0,0,0,0,0,0,0,0,0,0,0
"184","184","IDN","2011","DS",-7.3655,108.433,1,"1","21",0,106,2,1,197.2,0,0,197.2,"1",2,0,0,"4",0,5.7,"0","0",17.6,14.1,3.5,3.5,0,500,0,0.91,0,98.46,171.23,0,0,0,0,0,0,0,0,0,9,0,0,NA,0,0,250.87,0,0,0,245.17,0,0,54.84,0,54.84,0,0,0,0,0,0,0
"185","185","IDN","2011","DS",-7.324,108.4149,1,"1","28",0,91,2,1,197.1,0,85.7,282.8,"1",2,0,1,"4",0,7.34,"1","0",27,25.2,4,4,75,150,0,0,0,67.11,325.23,0,0,0,0,0,0,0,0,0,13,0,0,NA,0,0,474.35,0,0,0,276.06,0,0,0,0,0,0,0,0,0,0,0,0
"186","186","IDN","2011","DS",-7.3062,108.3863,1,"1","20",0,92,2,1,52.6,10.3,8.6,71.4,"1",1,0,2,"4",10,5.97,"0","0",19.6,17.1,3.2,3.2,83.33,250,0,0,0,72.5,90.82,0,0,0,0,0,0,0,0,0,5,1,0,NA,0,0,907.05,0,0,0,1192.66,0,0,6.89,0,6.89,0,0,0,0,0,0,0
"187","187","IDN","2011","DS",-7.3063,108.3856,1,"1","22",0,103,2,1,200,50,50,300,"1",0,0,2,"4",40,6,"0","0",21.3,19.2,3.1,3.1,0,0,0,0,0,0,198.24,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,596.71,0,0,0,500.44,0,0,10.61,0,10.61,0,0,0,0,0,0,0
"188","188","IDN","2011","DS",-7.2545,108.3303,1,"1","25",0,119,2,1,109.5,42.9,71.4,223.8,"1",0,0,0,"3",0,6.44,"0","0",23,19.6,3.6,3.6,83.33,83.33,0,7.35,0,0,256.27,0,0,0,0,0,0,0,0,3,0,0,0,NA,0,0,273.73,0,0,0,445.5,0,0,5.95,0,5.95,0,0,0,0,0,0,0
"189","189","IDN","2011","DS",-7.0263,107.5759,1,"1","25",0,113,2,1,146,0,158.7,304.8,"3",0,1,1,"3",0,6.19,"0","0",27.4,25.1,4.3,4.3,300,450,0,0,3.6,134.46,224.53,0,0,0,0,0,0,0,0,3,5,0,0,NA,0,0,569,0,0,0,157.33,0,0,5.4,0,5.4,0,0,0,0,0,0,0
"190","190","IDN","2011","DS",-7.0257,107.58,1,"1","25",0,107,2,1,131.4,0,192.9,324.3,"1",0,0,2,"4",0,6.41,"1","0",27.6,24.8,3.9,3.9,975,900,0,0,2.45,155.13,220.65,0,0,0,0,0,0,0,2,5,0,0,0,NA,0,0,467.83,0,0,0,54.75,0,29.24,5.83,0,5.83,0.81,0,0,0,0,0,0
"191","191","IDN","2011","DS",-6.0164,107.0139,1,"1","23",16,104,2,1,131.4,51.4,0,182.9,"1",3,0,0,"4",0,4.38,"2","0",42.1,35.6,3.2,3.2,0,0,3.99,7.72,4.11,213.15,193.46,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,199.72,0,3.27,135.85,34.8,0,0,1.9,0,0,0,0,0,0,0,0,0
"192","192","IDN","2011","DS",-6.0156,107.0128,1,"1","20",16,100,2,1,87.6,114.2,28.6,230.4,"1",1,0,1,"4",0,6.13,"2","0",36.7,29.2,4,4,0,0,1.17,2.92,5.45,224.79,43.83,0,0,0,0,0,2,0,0,4,0,0,0,NA,0,0,106.76,0,25.63,21.1,44.72,0.16,0,1.14,0,0,0,0,0,0,0,0,0
"193","193","IDN","2011","DS",-7.0001,107.0105,1,"1","20",16,102,2,1,130,50,50,230,"1",1,0,2,"4",0,4.35,"0","0",36.4,28.1,3.7,3.7,0,83.33,0.29,4.52,23.16,143.6,538.51,0,0,0,0,0,0,0,2,0,0,0,0,NA,0,0,203.48,25.91,0,499.01,44.96,0,0,1.46,0,0,0,0,0,0,0,0,0
"194","194","IDN","2011","DS",-7.0007,107.0098,1,"1","28",16,102,2,1,250,50,50,350,"1",2,0,2,"4",0,7.44,"1","0",35.5,27.7,3.9,3.9,0,0,10.22,13.99,17.24,0,38.46,0,0,0,0,0,0,0,1,2,0,0,0,NA,0,0,211.16,0,0,160.93,294.19,0,0,3.84,0,0,0,2.85,0,0,0,0,0
"195","195","IDN","2011","DS",-7.0005,107.0085,1,"1","28",16,127,2,1,146,0,95.2,241.2,"1",0,0,0,"3",0,4.59,"1","0",32.7,23.8,4,4,0,416.67,7.73,3.63,0,124.89,112.4,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,417.04,247.67,0,0,214.37,0,0,0.91,0,0,0,0,0,0,0,0,0
"196","196","IDN","2011","DS",-6.0135,107.004,0,"1","22",14,107,2,1,100,20,20,140,"1",1,0,2,"4",0,5.06,"1","0",23.6,16.6,3.8,3.8,0,0,8.78,1.73,0,37.97,169.3,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,329.02,28.94,0,86.53,335,0,0,0,0,0,0,0,0,0,0,0,0
"197","197","IDN","2011","DS",-6.0136,107.0023,1,"1","20",16,101,2,1,115,37.5,0,152.5,"1",2,0,0,"4",0,4.99,"1","0",19.5,15.7,3.5,3.5,0,250,7.36,2.86,0,80.73,21.65,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,493.84,0,25.6,0,991.3,0,0,1.94,0,0,0,0,0,0,0,0,0
"198","198","IDN","2011","DS",-6.0134,107.0027,1,"1","25",12,101,2,1,80,20,0,100,"1",0,0,0,"4",0,5.83,"1","0",37.1,31,4,4,0,0,1.04,5.27,0,82.24,94.64,0,0,0,0,0,0,0,0,4,14,0,0,NA,0,0,266.41,0,0,0,429.06,0,0,0.61,0,0,0,0,0,0,0,0,0
"199","199","IDN","2011","DS",-6.0134,107.0036,1,"1","25",16,99,2,1,160,30,0,190,"1",1,0,1,"4",0,5.38,"1","0",34,25.8,4,4,0,750,2.22,1.28,0.94,59.94,55.49,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,187.05,23.72,0,20,455.34,0,0,0,0,0,0,0,0,0,0,0,0
"200","200","IDN","2011","DS",-6.014,107.0023,1,"1","22",16,100,2,1,120.5,37.5,0,158,"1",3,0,0,"3",0,4.59,"1","0",32.7,29.1,3.3,3.3,0,0,0.8,0.78,0,71.53,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,280.3,0,9.94,0,1664.41,0,0,0.77,0,0,0,0,0,0,0,0,0
"201","201","IDN","2011","DS",-6.0151,107.0164,1,"1","30",16,101,2,1,184,36,60,280,"1",2,0,0,"3",0,3.98,"2","0",14.4,11.7,3.6,3.6,150,225,17.69,0,0,87.04,331.43,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,660.41,16.67,4.17,11.52,1562.82,0,0,2.45,0,0,0,0,0,0,0,0,0
"202","202","IDN","2011","DS",-6.0014,106.0134,1,"1","25",16,107,2,1,100,30,0,130,"1",0,0,1,"4",0,5.34,"1","0",23.1,19.5,3.4,3.4,0,0,2.91,0,0,246.64,51.96,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,599.84,0,4.39,186.06,883.97,0,0,0,0,0,0,1.38,0,0,0,0,0
"203","203","IDN","2011","DS",-6.0117,107.0007,1,"1","40",16,149,2,1,120,30,30,180,"1",1,0,0,"3",0,4.22,"2","0",22,18,3.4,3.4,0,225,8.58,1.89,0.89,22.53,67.93,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,778.33,0,59.24,56.25,1384.48,0,0,0,2.22,2.22,0,0,0,0,0,0,0
"204","204","IDN","2011","DS",-6.0096,106.012,1,"1","23",16,101,2,1,180,36,0,216,"1",1,0,0,"3",0,5.61,"1","0",22,19.4,3.6,3.6,0,225,4.23,0.96,0,414.39,232.83,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,549.22,0,0,187.13,870.26,0,0,0,0,0,0,0,0,0,0,0,0
"205","205","IDN","2011","DS",-6.0095,106.0126,0,"1","25",16,81,2,1,300,100,50,450,"1",1,0,1,"4",0,6.97,"1","0",20.4,17.2,3.4,3.4,0,225,1.55,2.44,0,437.18,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,920.07,0,0,0,1270.89,0,0,0,0,0,0,0,0,0,0,0,0
"206","206","IDN","2011","DS",-6.0065,106.0123,1,"1","30",16,109,2,1,200,48,0,248,"1",1,0,1,"4",0,4.93,"0","0",26.3,21,3.9,3.9,0,0,3.3,2.48,0,143.8,112.42,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,336.79,0,0,0,233.23,0,0,0,0,0,0,0,0,0,0,0,0
"207","207","IDN","2011","DS",-6.0037,107.0006,1,"1","25",16,108,2,1,120,50,25,195,"1",2,0,2,"5",0,7.08,"0","0",23.7,15,4,4,0,0,3.77,1.8,10.59,135.53,0,0,0,0,0,0,4,0,0,0,0,0,0,NA,0,0,264.05,0,0,0,378.98,0,0,0,0,0,0,0,0,0,0,0,0
"208","208","IDN","2011","DS",-6.0031,107.0008,1,"1","20",16,99,2,1,200,50,20,270,"1",2,0,0,"3",0,5.04,"0","0",15.8,11.6,3.6,3.6,0,0,2.16,0,0,656.98,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,488.16,0,0,0,587.49,0,0,0,0,0,0,0,0,0,0,0,0
"209","209","IDN","2011","DS",-6.0035,107.0003,1,"1","25",16,106,2,1,138,36,0,174,"1",3,0,2,"5",0,7.06,"0","0",22.5,16.9,4,4,0,0,0,1.11,11.47,162.64,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1699.42,0,0,0,497.52,0,0,0,0,0,0,0,0,0,0,0,0
"210","210","IDN","2011","DS",-6.0028,107.0012,1,"1","25",16,105,2,1,200,50,50,300,"1",2,0,1,"4",0,7.18,"0","0",22.4,15.2,3,3,0,0,5.25,0,0,250.13,12.58,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,645.61,0,0,0,1938.76,0,0,0,0,0,0,4.59,0,0,0,0,0
"211","211","IDN","2011","DS",-6.1006,107.0046,1,"1","25",16,100,2,1,132,72,0,204,"1",1,0,2,"4",0,6.11,"2","0",21.6,15,3.4,3.4,0,0,2.34,1.96,0,417.94,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,605.76,0,0,339.07,2173.5,0,0,0,0,0,0,0,0,0,0,0,0
"212","212","IDN","2011","DS",-6.1004,107.0046,1,"1","25",16,101,2,1,131.4,51.4,21.4,204.3,"1",2,0,2,"4",0,7.01,"1","0",22.3,17.8,3.5,3.5,0,0,9.54,3.43,0,221.72,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,804.94,0,0,17.54,396.66,0,0,0,0,0,0,0,0,0,0,0,0
"213","213","IDN","2011","DS",-6.1004,107.0046,1,"1","27",16,92,2,1,98.6,25,32.2,155.8,"1",3,0,0,"4",0,4.99,"0","0",28.8,21.1,3.4,3.4,0,0,11.85,0,0,351.53,91.93,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,397.85,0,0,0,199.01,0,0,0,0,0,0,0,0,0,0,0,0
"214","214","IDN","2011","DS",-6.0164,107.0041,1,"1","25",16,104,2,1,118.9,41.1,0,160,"1",2,0,0,"4",0,5.49,"2","0",14.3,10.9,3.8,3.8,0,0,8.04,5.67,0,247.17,308.19,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1424.27,0,50.69,0,2619.34,0,0,1.33,0,0.91,0,0,0,0,0,0,0
"215","215","IDN","2011","DS",-6.0095,107.0052,1,"1","20",16,101,2,1,200,50,30,280,"1",1,0,1,"4",0,5.27,"1","0",23.3,14.5,3.3,3.3,0,0,1.52,3.77,0,327.98,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,538.19,0,129.7,9.31,992.12,0,0,31.14,0,0,0,0,0,0,0,0,0
"216","216","IDN","2011","DS",-6.0077,107.0015,1,"1","24",16,104,2,1,204,33,40,277,"1",1,0,2,"4",0,7.61,"2","0",18.5,14.4,3.7,3.7,0,150,14.37,0,2.22,197.33,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,863.46,0,0,0,2000.84,0,0,48.59,0,0,0,0,0,0,0,0,0
"217","217","IDN","2011","DS",-6.0079,107.0014,1,"1","25",16,92,2,1,173.6,50,50,273.6,"1",1,0,1,"4",0,6.06,"2","0",28,21.8,3.3,3.3,0,0,15.06,4.52,0,213.58,73.16,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,104.68,0,0,0,158.44,0,0,0,0,0,0,0,0,0,0,0,0
"218","218","IDN","2011","DS",-6.0134,107.0039,1,"1","20",16,107,2,1,150,50,50,250,"1",0,0,2,"4",0,4.09,"2","0",35.2,16.1,3.3,3.3,150,225,7.78,1.25,0,364.64,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,457.81,0,0,0,132.72,0,0,0,0,0,0,0,0,0,0,0,0
"219","219","IDN","2011","DS",-7.0004,107.0118,1,"1","25",14,105,2,1,170,50,0,220,"1",1,0,1,"4",0,5.59,"2","0",29.2,24.5,3.9,3.9,0,0,0,1.22,0,255.33,214.8,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,321.44,0,7.84,0,155.62,0,0,0,0,0,0,0,0,0,0,0,0
"220","220","IDN","2011","DS",-7.0004,107.0135,1,"1","20",14,105,2,1,150,25,25,200,"1",2,0,0,"3",0,3.67,"1","0",28.3,22.7,3.2,3.2,0,0,5.01,0,0,504.67,12.35,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,411.54,0,3.85,0,359.15,0,0,0,0,0,0,0,0,0,0,0,0
"221","221","IND","2010","DS",10.344,76.574,1,"1","30",0,91,2,0,45,45,57.5,147.5,"1",1,0,1,"4",0,6.1,"2","0",28.9,24.2,3.39,3.39,0,700,2.47,0.74,0,1.28,10.3,0,0,0,0,0,19,36,0,0,0,0,0,NA,0,0,110.45,26.8,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0
"222","222","IND","2010","DS",10.3095,76.5752,1,"1","30",0,94,2,0,130,75,75,280,"1",0,0,0,"4",0,4.6,"1","0",28.5,23.7,3.17,3.17,0,175,0,1.71,0,0,4.44,0,0,0,0,0,39,44,0,0,0,0,0,NA,0,0,410.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"223","223","IND","2010","DS",10.3089,76.567,1,"1","30",0,95,2,0,41,46,0,87,"1",0,0,0,"3",0,4.9,"0","0",29.9,22.7,3.86,3.86,0,175,0,3.25,0,0,2.52,0,0,0,0,3.92,19,95,0,3,0,0,0,NA,0,0,540.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
